timestamp,open,high,low,close,volume,diff,direction,ushadow_width,lshadow_width,body_per,upper_per,lower_per,slope,trend,previous_trend,bearish_harami,bullish_harami,inverted_hammer,hammer,bearish_engulfing,bullish_engulfing,hanging_man,shooting_star,morning,evening
2017-08-23,4040.0,4265.8,4013.89,4114.01,1001.136565,74.01000000000022,1.0,151.78999999999996,26.110000000000127,33.17112733171127,99.91889699918896,99.51338199513381,-27.640357142857066,-1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
2017-08-24,4147.0,4371.68,4085.01,4316.01,787.418753,169.01000000000022,1.0,55.67000000000007,61.98999999999978,57.17761557177615,99.59448499594484,99.67558799675587,18.73892857142865,1.0,-1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
2017-08-25,4316.01,4453.91,4247.48,4280.68,573.61274,-35.32999999999993,-1.0,137.89999999999964,33.20000000000073,18.004866180048662,99.83779399837793,99.43227899432279,34.98392857142867,1.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
2017-08-26,4280.71,4367.0,4212.41,4337.44,228.108068,56.72999999999956,1.0,29.5600000000004,68.30000000000018,27.25060827250608,99.27007299270072,99.67558799675587,55.67214285714284,1.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
2017-08-27,4332.51,4400.0,4285.54,4310.01,350.692585,-22.5,-1.0,67.48999999999978,24.470000000000255,12.40875912408759,99.59448499594484,99.18896999188969,58.699285714285715,1.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
2017-08-28,4310.01,4399.82,4124.54,4386.69,603.841616,76.67999999999938,1.0,13.13000000000011,185.47000000000025,34.30656934306569,99.10786699107867,99.83779399837793,51.9107142857142,1.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
2017-08-29,4353.65,4625.85,4313.55,4587.48,603.545028,233.82999999999993,1.0,38.3700000000008,40.099999999999454,66.82887266828872,99.18896999188969,99.27007299270072,56.824999999999875,1.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
2017-08-30,4564.52,4647.51,4416.01,4555.14,808.468771,-9.38000000000011,-1.0,82.98999999999978,139.1300000000001,4.8661800486618,99.59448499594484,99.67558799675587,49.29428571428566,1.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
2017-08-31,4555.14,4745.42,4555.14,4724.89,556.956802,169.75,1.0,20.529999999999745,0.0,57.25871857258718,98.9456609894566,49.4728304947283,73.05357142857146,1.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
2017-09-01,4689.89,4885.55,4654.88,4834.91,560.666366,145.01999999999953,1.0,50.64000000000033,35.01000000000022,51.58150851581508,99.27007299270072,99.10786699107867,88.95071428571434,1.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
2017-09-02,4796.16,4939.19,4286.87,4472.14,929.148595,-324.0199999999995,-1.0,143.02999999999975,185.27000000000044,76.88564476885644,99.83779399837793,99.7566909975669,54.29428571428577,1.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
2017-09-03,4508.5,4714.76,4298.33,4509.08,691.216198,0.5799999999999272,1.0,205.6800000000003,210.17000000000007,0.32441200324412,99.99999999999999,99.83779399837793,14.866428571428631,1.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
2017-09-04,4505.0,4527.49,3972.51,4100.11,1394.644614,-404.8900000000003,-1.0,22.48999999999978,127.59999999999945,82.7250608272506,98.7023519870235,99.43227899432279,-64.535,-1.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
2017-09-05,4106.97,4484.99,3603.0,4366.47,1228.938157,259.5,1.0,118.51999999999953,503.97000000000025,70.39740470397405,99.59448499594484,99.91889699918896,-76.47857142857146,-1.0,-1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
2017-09-06,4366.49,4662.87,4335.26,4619.77,807.363726,253.28000000000065,1.0,43.099999999999454,31.229999999999563,69.58637469586374,98.78345498783455,98.62124898621248,-58.00964285714282,-1.0,-1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
2017-09-07,4619.77,4788.59,4438.19,4691.61,500.429975,71.83999999999924,1.0,96.98000000000047,181.58000000000084,32.60340632603406,99.51338199513381,99.51338199513381,-9.9017857142857,-1.0,-1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
2017-09-08,4691.66,4735.39,4028.93,4282.8,1132.255046,-408.8599999999997,-1.0,43.73000000000047,253.87000000000035,82.88726682887267,98.7023519870235,99.7566909975669,11.31071428571428,1.0,-1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
2017-09-09,4282.8,4426.62,4150.06,4258.81,658.782952,-23.98999999999978,-1.0,143.8199999999997,108.75,12.9764801297648,99.7566909975669,99.10786699107867,-2.1532142857142165,-1.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
2017-09-10,4258.81,4283.0,3801.0,4130.37,660.373275,-128.4400000000005,-1.0,24.1899999999996,329.3699999999999,48.98621248986212,98.29683698296836,99.83779399837793,-16.48249999999997,-1.0,-1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
2017-09-11,4153.62,4334.43,4098.91,4208.47,699.989065,54.850000000000364,1.0,125.96000000000004,54.710000000000036,26.35847526358475,99.51338199513381,98.62124898621248,-67.34285714285714,-1.0,-1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
2017-09-12,4208.6,4394.59,4040.8,4163.72,879.630319,-44.88000000000011,-1.0,185.98999999999978,122.92000000000007,21.8978102189781,99.83779399837793,99.02676399026763,-88.81642857142853,-1.0,-1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
2017-09-13,4159.72,4165.38,3760.0,3944.69,913.462545,-215.0300000000002,-1.0,5.6599999999998545,184.69000000000005,64.15247364152474,97.81021897810218,99.35117599351175,-90.33071428571424,-1.0,-1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
2017-09-14,3944.0,3993.0,3165.13,3189.02,1665.021543,-754.98,-1.0,49.0,23.889999999999873,93.02514193025141,98.54014598540145,97.81021897810218,-138.43678571428575,-1.0,-1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
2017-09-15,3188.01,3856.0,2817.0,3700.0,1968.866492,511.9899999999998,1.0,156.0,371.0100000000002,87.5912408759124,99.7566909975669,99.83779399837793,-136.5325,-1.0,-1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
